DATE,IBMRET,MarketEXRET,RF
20070703,1.506327759,0.36,0.019
20070705,1.388802188,0.07,0.019
20070706,0.911109059,0.4,0.019
20070709,-0.055013362,0.1,0.019
20070710,-0.311529836,-1.43,0.019
20070711,0.433599836,0.55,0.019
20070712,0.165122678,1.78,0.019
20070713,-0.620323003,0.28,0.019
20070716,0.980842738,-0.31,0.019
20070717,1.017353406,0.02,0.019
20070718,0.280255885,-0.25,0.019
20070719,4.397134211,0.44,0.019
20070720,-0.902174562,-1.25,0.019
20070723,1.376869225,0.36,0.019
20070724,-0.1802799,-2.04,0.019
20070725,1.675235906,0.3,0.019
20070726,-1.320584448,-2.36,0.019
20070727,-0.777870208,-1.51,0.019
20070730,-0.94688633,0.93,0.019
20070731,-3.322856934,-1.19,0.019
20070801,1.264136196,0.51,0.018
20070802,1.067783347,0.55,0.018
20070803,-1.176460345,-2.66,0.018
20070806,1.803540754,2.07,0.018
20070807,-0.315595946,0.65,0.018
20070808,-0.13203236,1.47,0.018
20070809,-1.971803469,-2.74,0.018
20070810,1.739875327,0.03,0.018
20070813,0.062163914,-0.06,0.018
20070814,-0.58385898,-1.83,0.018
20070815,-0.729144648,-1.46,0.018
20070816,-1.374978912,0.31,0.018
20070817,1.109214569,2.36,0.018
20070820,-1.503461937,0,0.018
20070821,-0.164669571,0.15,0.018
20070822,0.884297109,1.2,0.018
20070823,1.326905381,-0.23,0.018
20070824,1.619069452,1.21,0.018
20070827,0.176776165,-0.85,0.018
20070828,-1.261372757,-2.33,0.018
20070829,2.321172156,2.13,0.018
20070830,0.70070936,-0.43,0.018
20070831,1.150714969,1.12,0.018
20070904,1.293754615,1.03,0.017
20070905,-0.26195021,-1.05,0.017
20070906,-0.220315548,0.42,0.017
20070907,-1.744508532,-1.7,0.017
20070910,0.21659072,-0.27,0.017
20070911,1.347508857,1.35,0.017
20070912,-1.143811661,-0.03,0.017
20070913,-0.043096811,0.69,0.017
20070914,-0.704706318,0.1,0.017
20070917,-0.528435243,-0.6,0.017
20070918,1.859551667,2.88,0.017
20070919,0.034303182,0.59,0.017
20070920,0.16298728,-0.65,0.017
20070921,-0.068436072,0.43,0.017
20070924,-0.452815485,-0.56,0.017
20070925,0.223908,-0.03,0.017
20070926,0.680358192,0.6,0.017
20070927,0.35013926,0.43,0.017
20070928,0.07649174,-0.37,0.017
20071001,1.049609153,1.37,0.014
20071002,-0.561300589,0.11,0.014
20071003,-1.642328287,-0.48,0.014
20071004,-0.608108291,0.18,0.014
20071005,0.528664224,1.1,0.014
20071008,1.271988825,-0.27,0.014
20071009,0.451049379,0.78,0.014
20071010,0.270864677,-0.13,0.014
20071011,-0.479373122,-0.58,0.014
20071012,-0.203101769,0.51,0.014
20071015,0.186916872,-0.89,0.014
20071016,1.339056118,-0.67,0.014
20071017,-3.143510916,0.22,0.014
20071018,-0.842857074,-0.1,0.014
20071019,-2.171208044,-2.45,0.014
20071022,0.97551836,0.47,0.014
20071023,1.162208163,0.85,0.014
20071024,-1.497226909,-0.33,0.014
20071025,-0.123871316,-0.19,0.014
20071026,0.818870251,1.38,0.014
20071029,0.945264166,0.4,0.014
20071030,-0.590583956,-0.64,0.014
20071031,1.76798831,1.23,0.014
20071101,-2.10464755,-2.66,0.016
20071102,0.83052609,0.08,0.016
20071105,-1.033107008,-0.59,0.016
20071106,-0.202619249,1.19,0.016
20071107,-1.482230592,-2.77,0.016
20071108,-4.375635537,-0.05,0.016
20071109,-5.36909737,-1.46,0.016
20071112,1.199902862,-1.08,0.016
20071113,3.837191066,2.81,0.016
20071114,-1.723358924,-0.63,0.016
20071115,0.154794884,-1.25,0.016
20071116,1.155273327,0.41,0.016
20071119,-2.422693795,-1.81,0.016
20071120,1.180853267,0.31,0.016
20071121,-1.153608516,-1.54,0.016
20071123,1.80637928,1.59,0.016
20071126,-1.97919236,-2.09,0.016
20071127,1.840804105,1.31,0.016
20071128,3.468206919,2.9,0.016
20071129,0.121147424,0.01,0.016
20071130,-2.135018102,0.7,0.016
20071203,0.619903196,-0.6,0.014
20071204,0.758789326,-0.61,0.014
20071205,1.445218035,1.47,0.014
20071206,1.433994757,1.55,0.014
20071207,-0.762797222,-0.07,0.014
20071210,0.488049903,0.71,0.014
20071211,-2.170093475,-2.5,0.014
20071212,1.392922003,0.48,0.014
20071213,-0.266998822,0.06,0.014
20071214,-2.203140215,-1.36,0.014
20071217,-1.165507817,-1.59,0.014
20071218,1.717440598,0.65,0.014
20071219,0.783793001,-0.1,0.014
20071220,1.599361227,0.64,0.014
20071221,2.051264788,1.64,0.014
20071224,0.54175803,0.8,0.014
20071226,-0.080580117,0.1,0.014
20071227,-1.741557777,-1.49,0.014
20071228,0.448079186,0.12,0.014
20071231,-1.791370823,-0.65,0.014
20080102,-3.105248341,-1.46,0.01
20080103,0.200792719,-0.14,0.01
20080104,-3.530089061,-2.56,0.01
20080107,-1.062244509,0.16,0.01
20080108,-2.428795601,-1.81,0.01
20080109,0.740510115,1.1,0.01
20080110,1.651160943,0.89,0.01
20080111,-2.226637684,-1.42,0.01
20080114,5.533140124,1.02,0.01
20080115,-1.06299574,-2.39,0.01
20080116,-0.196217541,-0.51,0.01
20080117,-0.520140958,-2.8,0.01
20080118,2.301053289,-0.56,0.01
20080122,-2.08624776,-0.98,0.01
20080123,4.939287956,2.04,0.01
20080124,0.7663572,1.02,0.01
20080125,-2.210728761,-1.39,0.01
20080128,0.441083522,1.71,0.01
20080129,1.072576499,0.69,0.01
20080130,-0.423227159,-0.59,0.01
20080131,1.391513259,1.66,0.01
20080201,1.856249944,1.48,0.007
20080204,-1.048735516,-0.99,0.007
20080205,-2.660172527,-3.01,0.007
20080206,-0.975971977,-0.85,0.007
20080207,-1.19942901,0.82,0.007
20080208,0.912877541,-0.3,0.007
20080211,1.82728421,0.58,0.007
20080212,1.33082387,0.61,0.007
20080213,1.789978983,1.46,0.007
20080214,-2.090007478,-1.35,0.007
20080215,0.028277297,-0.02,0.007
20080219,-1.086745487,-0.06,0.007
20080220,2.751456554,0.83,0.007
20080221,-0.849406881,-1.28,0.007
20080222,1.071820782,0.61,0.007
20080225,1.877311613,1.46,0.007
20080226,3.98354287,0.72,0.007
20080227,1.835136822,-0.11,0.007
20080228,-1.042103085,-0.93,0.007
20080229,-1.190357022,-2.64,0.007
20080303,0.325491477,-0.04,0.009
20080304,1.304057423,-0.36,0.009
20080305,-0.276171144,0.56,0.009
20080306,-2.456543247,-2.26,0.009
20080307,1.269999964,-0.88,0.009
20080310,0.061454476,-1.72,0.009
20080311,2.19907481,3.57,0.009
20080312,0.499139974,-0.77,0.009
20080313,-0.985963988,0.65,0.009
20080314,-0.584859797,-2.07,0.009
20080317,0.278004618,-1.21,0.009
20080318,2.50600477,4.09,0.009
20080319,-1.233775997,-2.37,0.009
20080320,1.195735637,2.3,0.009
20080324,0.618822041,1.71,0.009
20080325,-0.911323743,0.38,0.009
20080326,-0.894506769,-0.82,0.009
20080327,-1.181914563,-1.13,0.009
20080328,-0.818993623,-0.82,0.009
20080331,0.498751847,0.57,0.009
20080401,1.179384941,3.37,0.008
20080402,-1.431834537,-0.09,0.008
20080403,1.05948764,0.14,0.008
20080404,-0.223843696,0.16,0.008
20080407,0.47624747,0.14,0.008
20080408,-0.034385687,-0.34,0.008
20080409,0.430959471,-0.96,0.008
20080410,1.736234834,0.53,0.008
20080411,-2.313284056,-2.02,0.008
20080414,1.109557633,-0.38,0.008
20080415,-0.093749228,0.46,0.008
20080416,2.856459377,2.27,0.008
20080417,2.190154344,-0.1,0.008
20080418,1.078244505,1.67,0.008
20080421,-0.040187323,-0.17,0.008
20080422,-0.545351331,-0.97,0.008
20080423,-0.056585984,0.26,0.008
20080424,0.478490628,0.66,0.008
20080425,-0.889809751,0.68,0.008
20080428,-1.122993025,-0.03,0.008
20080429,0.95779639,-0.36,0.008
20080430,-1.734877647,-0.3,0.008
20080501,2.440237421,1.66,0.008
20080502,-0.347264139,0.2,0.008
20080505,-0.929249839,-0.41,0.008
20080506,0.64948255,0.75,0.008
20080507,1.492876828,-1.66,0.008
20080508,0.630299983,0.37,0.008
20080509,-0.686076773,-0.54,0.008
20080512,0.955690735,1.1,0.008
20080513,1.075693322,0.09,0.008
20080514,0.74537338,0.38,0.008
20080515,0.739870818,1.02,0.008
20080516,-0.496975968,0.1,0.008
20080519,-1.035132344,-0.02,0.008
20080520,-1.030308679,-0.8,0.008
20080521,-1.23847054,-1.56,0.008
20080522,0.877467775,0.38,0.008
20080523,-0.400159519,-1.24,0.008
20080527,2.543898095,0.72,0.008
20080528,1.75892312,0.49,0.008
20080529,0.131330163,0.61,0.008
20080530,-0.215644153,0.29,0.008
20080602,-1.586592979,-0.98,0.008
20080603,0.37759219,-0.46,0.008
20080604,-0.226583711,0.02,0.008
20080605,0.723891821,1.95,0.008
20080606,-2.710315705,-2.9,0.008
20080609,0.739069738,-0.03,0.008
20080610,0.063584306,-0.31,0.008
20080611,-2.113290056,-1.66,0.008
20080612,0.488001065,0.31,0.008
20080613,1.874438918,1.56,0.008
20080616,0.444900758,0.15,0.008
20080617,-1.262580224,-0.55,0.008
20080618,-0.748578787,-0.96,0.008
20080619,0.695053361,0.34,0.008
20080620,-1.807178391,-1.79,0.008
20080623,0.588330707,-0.16,0.008
20080624,0,-0.54,0.008
20080625,0.911306037,0.64,0.008
20080626,-2.731314682,-2.83,0.008
20080627,-0.88763634,-0.37,0.008
20080630,-1.258160737,-0.07,0.008
20080701,0.626265594,0.29,0.007
20080702,-0.142430671,-2,0.007
20080703,0.370122769,-0.15,0.007
20080707,1.653133299,-0.81,0.007
20080708,1.978156867,1.84,0.007
20080709,-2.770076504,-2.06,0.007
20080710,2.335832044,0.65,0.007
20080711,-0.856835361,-0.88,0.007
20080714,-0.473818123,-0.93,0.007
20080715,1.375171988,-0.96,0.007
20080716,2.248946428,2.52,0.007
20080717,0.461594279,1.13,0.007
20080718,2.699403936,-0.08,0.007
20080721,-0.94248233,0.16,0.007
20080722,1.046944409,1.37,0.007
20080723,-0.368546693,0.32,0.007
20080724,0.371283355,-2.31,0.007
20080725,-1.124400924,0.47,0.007
20080728,-1.758263044,-1.76,0.007
20080729,1.12309448,2.27,0.007
20080730,0.944426324,1.58,0.007
20080731,-0.680583071,-1.16,0.007
20080801,-1.041579201,-0.47,0.006
20080804,0.729112475,-1.09,0.006
20080805,1.032257192,2.65,0.006
20080806,0.614910359,0.5,0.006
20080807,-0.085129944,-1.73,0.006
20080808,-0.185805867,2.28,0.006
20080811,-1.701070202,0.83,0.006
20080812,-1.084125834,-1.05,0.006
20080813,0.464260666,-0.15,0.006
20080814,0.910318221,0.63,0.006
20080815,-0.455867953,0.38,0.006
20080818,-1.390998062,-1.45,0.006
20080819,-1.616141301,-1,0.006
20080820,-0.040784281,0.54,0.006
20080821,0.392569845,0.12,0.006
20080822,1.589872087,1.14,0.006
20080825,-1.643275959,-1.92,0.006
20080826,-0.292588024,0.33,0.006
20080827,0.720951532,0.88,0.006
20080828,0.97735391,1.51,0.006
20080829,-2.261716187,-1.25,0.006
20080902,-2.690490815,-0.44,0.007
20080903,-0.059105326,-0.23,0.007
20080904,-2.782916326,-2.9,0.007
20080905,-0.580913236,0.42,0.007
20080908,2.62280151,1.76,0.007
20080909,-1.900039297,-3.41,0.007
20080910,2.642088815,0.7,0.007
20080911,0.987558894,1.22,0.007
20080912,-0.192763372,0.29,0.007
20080915,-3.127325813,-4.45,0.007
20080916,0.749387055,1.65,0.007
20080917,-3.869713445,-4.6,0.007
20080918,3.328624352,4.41,0.007
20080919,3.293156174,4.27,0.007
20080922,-2.196797981,-3.93,0.007
20080923,-0.728764737,-1.55,0.007
20080924,0.958096134,-0.32,0.007
20080925,3.183755529,1.7,0.007
20080926,-0.572828445,0.11,0.007
20080929,-4.068335297,-8.26,0.007
20080930,2.208196791,4.88,0.007
20081001,-5.672371018,-0.47,0.004
20081002,-4.776379074,-4.2,0.004
20081003,-1.233493624,-1.47,0.004
20081006,-2.689391796,-3.95,0.004
20081007,-4.81937359,-5.76,0.004
20081008,-5.192282897,-1.27,0.004
20081009,-1.697197247,-7.36,0.004
20081010,-1.394677391,-0.95,0.004
20081013,5.21400144,11.35,0.004
20081014,1.518847001,-0.86,0.004
20081015,-5.515155782,-8.78,0.004
20081016,3.726136186,4.32,0.004
20081017,-0.805304013,-0.41,0.004
20081020,1.923984453,4.55,0.004
20081021,-3.86869888,-2.95,0.004
20081022,-5.74763461,-5.76,0.004
20081023,0.901165465,0.29,0.004
20081024,-2.666817009,-3.28,0.004
20081027,-2.893816214,-3.36,0.004
20081028,10.03809929,9.77,0.004
20081029,1.05965176,-0.47,0.004
20081030,2.863363746,2.99,0.004
20081031,2.54592633,1.88,0.004
20081103,-0.311443605,-0.05,0.001
20081104,0.779893348,3.57,0.001
20081105,-3.636718767,-5.05,0.001
20081106,-4.657877592,-4.83,0.001
20081107,1.324008486,2.62,0.001
20081110,-2.743616545,-1.32,0.001
20081111,-1.338293149,-2.25,0.001
20081112,-3.560870302,-5.14,0.001
20081113,5.765818428,6.79,0.001
20081114,-4.502990679,-4.27,0.001
20081117,-3.485663991,-2.43,0.001
20081118,3.412641621,0.7,0.001
20081119,-5.002886779,-6.29,0.001
20081120,-5.415816466,-6.6,0.001
20081121,4.474115691,6.11,0.001
20081124,6.91961292,6.27,0.001
20081125,0.955850043,0.94,0.001
20081126,1.272751305,3.88,0.001
20081128,-0.085673679,1.06,0.001
20081201,-5.597063091,-8.95,0
20081202,3.897162621,3.97,0
20081203,1.045003922,2.63,0
20081204,-3.924862465,-2.9,0
20081205,4.151519485,3.75,0
20081208,5.441308754,3.8,0
20081209,-2.524732614,-2.23,0
20081210,0.205796371,1.2,0
20081211,-2.714115377,-2.93,0
20081212,2.03076332,0.96,0
20081215,0.695840095,-1.54,0
20081216,4.483244307,5.15,0
20081217,-0.646058112,-0.62,0
20081218,-2.12070851,-1.83,0
20081219,-0.569803029,0.35,0
20081222,-1.815217893,-1.87,0
20081223,-1.681038182,-0.89,0
20081224,-0.099208656,0.51,0
20081226,1.011044565,0.63,0
20081229,-0.098318536,-0.56,0
20081230,2.871220132,2.47,0
20081231,0.732774146,1.7,0
20090102,3.887835153,3.11,0
20090105,-0.627532936,-0.28,0
20090106,2.814748331,0.87,0
20090107,-1.600857559,-2.96,0
20090108,-0.692432164,0.47,0
20090109,-2.804612563,-2.21,0
20090112,1.199584487,-2.28,0
20090113,-0.430761052,0.28,0
20090114,-2.48785718,-3.38,0
20090115,1.124195312,0.39,0
20090116,0.955553435,0.74,0
20090120,-3.402831617,-5.34,0
20090121,12.20416942,4.21,0
20090122,-1.465849568,-1.62,0
20090123,-0.641876714,0.44,0
20090126,2.385822102,0.54,0
20090127,0.065529361,1.08,0
20090128,3.507634678,3.32,0
20090129,-2.406756656,-3.23,0
20090130,-0.9253222,-2.16,0
20090202,-0.782520938,0.06,0.001
20090203,2.844050597,1.46,0.001
20090204,-0.692925622,-0.6,0.001
20090205,-0.451416041,1.61,0.001
20090206,4.683802709,2.79,0.001
20090209,0.70980949,0.03,0.001
20090210,-3.60019527,-4.62,0.001
20090211,2.047053117,0.75,0.001
20090212,-0.094536986,0.3,0.001
20090213,-1.285453652,-0.85,0.001
20090217,-3.321668088,-4.36,0.001
20090218,0.930745748,-0.33,0.001
20090219,-2.77999277,-1.15,0.001
20090220,-0.157302649,-1.16,0.001
20090223,-4.856162547,-3.43,0.001
20090224,2.435246347,4,0.001
20090225,-0.577032436,-1.15,0.001
20090226,3.638555092,-1.53,0.001
20090227,3.499188489,-2.01,0.001
20090302,-3.18620582,-4.75,0.001
20090303,-1.427120599,-0.71,0.001
20090304,1.978996355,2.42,0.001
20090305,-2.221018976,-4.21,0.001
20090306,-1.89090812,0.2,0.001
20090309,-2.67876188,-1.09,0.001
20090310,4.619573575,6.35,0.001
20090311,1.582596176,0.3,0.001
20090312,2.028882094,4.16,0.001
20090313,-0.044239012,0.73,0.001
20090316,0.956292837,-0.55,0.001
20090317,1.869934944,3.2,0.001
20090318,-1.027945255,2.18,0.001
20090319,0.775154991,-1.03,0.001
20090320,-0.161752839,-1.95,0.001
20090323,6.931659269,6.89,0.001
20090324,-0.414492698,-1.93,0.001
20090325,-0.355425961,0.94,0.001
20090326,0.850973367,2.68,0.001
20090327,-4.579028724,-2.06,0.001
20090330,0.393757897,-3.47,0.001
20090331,2.539108791,1.29,0.001
20090401,0.745879929,1.65,0.001
20090402,3.343268503,3.07,0.001
20090403,1.398300939,1.02,0.001
20090406,-0.643589832,-0.92,0.001
20090407,-2.728908614,-2.42,0.001
20090408,2.501668038,1.28,0.001
20090409,0.505269101,3.92,0.001
20090413,-1.706027096,0.26,0.001
20090414,-0.678031424,-2.02,0.001
20090415,-0.422192949,1.12,0.001
20090416,2.64437622,1.69,0.001
20090417,-0.157623543,0.55,0.001
20090420,-0.826031654,-4.32,0.001
20090421,1.889578686,2.19,0.001
20090422,0.23486197,-0.61,0.001
20090423,-1.095857451,0.66,0.001
20090424,-1.312544807,1.77,0.001
20090427,-0.129816665,-0.95,0.001
20090428,2.010953726,-0.2,0.001
20090429,2.081398954,2.41,0.001
20090430,-0.794598046,-0.04,0.001
20090501,1.365700847,0.45,0
20090504,1.521837385,3.36,0
20090505,-0.319672456,-0.27,0
20090506,-0.64035543,1.45,0
20090507,-1.921657754,-1.42,0
20090508,-1.066499928,2.48,0
20090511,1.398998764,-2.01,0
20090512,1.015815631,-0.31,0
20090513,-1.603325084,-2.91,0
20090514,-1.176284439,1.11,0
20090515,0.317176544,-1.02,0
20090518,3.217287029,3.13,0
20090519,0.893237468,-0.04,0
20090520,-1.374224329,-0.48,0
20090521,-1.175167527,-1.68,0
20090522,-0.900415362,-0.15,0
20090526,3.119608594,2.78,0
20090527,-1.970422046,-1.8,0
20090528,1.724604402,1.35,0
20090529,1.530358064,1.38,0
20090601,1.985970529,2.72,0
20090602,-1.411008925,0.29,0
20090603,-0.317760469,-1.39,0
20090604,-0.150132289,1.18,0
20090605,0.85949513,-0.19,0
20090608,0.233393941,-0.2,0
20090609,0.606540955,0.49,0
20090610,0.194380575,-0.35,0
20090611,0.973795329,0.63,0
20090612,-1.081858953,0.03,0
20090615,-0.543749004,-2.38,0
20090616,-0.278373221,-1.33,0
20090617,-0.297729305,-0.08,0
20090618,-0.624210163,0.74,0
20090619,-0.412953393,0.35,0
20090622,-1.285464511,-3.08,0
20090623,-0.07650552,0.08,0
20090624,-0.277287147,0.78,0
20090625,1.850808622,2.19,0
20090626,-0.357644124,0.04,0
20090629,0.142040182,0.82,0
20090630,-1.323492586,-0.74,0
20090701,0.403030091,0.54,0.001
20090702,-2.922852156,-2.89,0.001
20090706,-0.078610386,-0.03,0.001
20090707,-1.426034517,-1.93,0.001
20090708,0.490266493,-0.2,0.001
20090709,1.400258857,0.35,0.001
20090710,-1.217062844,-0.35,0.001
20090713,2.805672349,2.43,0.001
20090714,-0.35643984,0.59,0.001
20090715,3.919915682,2.98,0.001
20090716,3.2411178,0.94,0.001
20090717,4.41500143,-0.05,0.001
20090720,0.887649146,1.19,0.001
20090721,0.516615379,0.31,0.001
20090722,-1.248127366,0.08,0.001
20090723,1.29760689,2.37,0.001
20090724,0.496703502,0.38,0.001
20090727,-0.008501939,0.3,0.001
20090728,-0.297099583,-0.2,0.001
20090729,-0.017048847,-0.46,0.001
20090730,0.512993429,1.24,0.001
20090731,0.059409841,0.05,0.001
20090803,1.701757588,1.63,0.001
20090804,-0.266488587,0.32,0.001
20090805,-0.940364458,-0.3,0.001
20090806,-0.45477764,-0.62,0.001
20090807,1.675150906,1.44,0.001
20090810,-0.526560584,-0.32,0.001
20090811,-0.763704147,-1.25,0.001
20090812,1.281595739,1.21,0.001
20090813,0.243401542,0.73,0.001
20090814,-0.841067668,-0.97,0.001
20090817,-1.431835621,-2.46,0.001
20090818,0.661080756,1.11,0.001
20090819,0.80231947,0.72,0.001
20090820,0.320997597,1,0.001
20090821,0.801856486,1.83,0.001
20090824,-0.482569872,-0.09,0.001
20090825,-0.409816551,0.27,0.001
20090826,0.540036971,-0.01,0.001
20090827,-0.033476395,0.21,0.001
20090828,-1.008029975,-0.19,0.001
20090831,-0.14369476,-0.86,0.001
20090901,-1.145443961,-2.15,0
20090902,-0.512868416,-0.28,0
20090903,0.206954756,0.93,0
20090904,0.976105232,1.31,0
20090908,-0.255076326,0.88,0
20090909,-0.340832642,0.9,0
20090910,0.782418118,1.08,0
20090911,0.323463217,-0.1,0
20090914,0.705564459,0.65,0
20090915,0.39614027,0.44,0
20090916,2.091107969,1.55,0
20090917,0.04926313,-0.3,0
20090918,0.188891175,0.23,0
20090921,-0.441248625,-0.27,0
20090922,0.032909014,0.66,0
20090923,-0.647512941,-1,0
20090924,0.099372942,-1.07,0
20090925,0.115826427,-0.64,0
20090928,-1.434930712,1.79,0
20090929,-0.434821801,-0.12,0
20090930,0.675618675,-0.4,0
20091001,-1.419474694,-2.63,0
20091002,0.954479779,-0.49,0
20091005,0.615229913,1.54,0
20091006,1.345081512,1.42,0
20091007,1.185380402,0.28,0
20091008,-0.39829081,0.82,0
20091009,3.021272083,0.59,0
20091012,0.885338643,0.36,0
20091013,-0.01574516,-0.22,0
20091014,1.052587837,1.73,0
20091015,-0.287861283,0.35,0
20091016,-4.833197477,-0.82,0
20091019,1.174218044,0.92,0
20091020,-0.19483505,-0.69,0
20091021,-1.57514959,-0.9,0
20091022,1.517143225,1.05,0
20091023,-1.881177472,-1.23,0
20091026,-0.207494632,-1.2,0
20091027,0.450600766,-0.51,0
20091028,0.707003452,-2.16,0
20091029,1.13395538,2.2,0
20091030,-1.822531307,-2.8,0
20091102,-0.041449907,0.54,0
20091103,0.498923097,0.45,0
20091104,0.10735148,0.03,0
20091105,1.50347943,2.07,0
20091106,0.766529208,0.24,0
20091109,2.053352166,2.17,0
20091110,0.724839536,-0.05,0
20091111,0.220871362,0.52,0
20091112,-0.728523111,-1.12,0
20091113,0.611713371,0.61,0
20091116,0.933248559,1.54,0
20091117,0.32812325,0.14,0
20091118,-0.372476479,-0.13,0
20091119,-0.474868119,-1.39,0
20091120,-0.453728229,-0.33,0
20091123,0.981469023,1.3,0
20091124,-0.210384182,-0.09,0
20091125,-0.506802998,0.47,0
20091127,-1.233686021,-1.74,0
20091130,0.518444798,0.28,0
20091201,1.266363727,1.28,0
20091202,-0.568957869,0.18,0
20091203,0.267635205,-0.86,0
20091204,-0.234927911,0.7,0
20091207,-0.164892702,-0.15,0
20091208,-0.188736868,-0.97,0
20091209,1.261835096,0.32,0
20091210,0.742674952,0.5,0
20091211,0.263216007,0.43,0
20091214,0.192968144,0.8,0
20091215,-1.10216051,-0.48,0
20091216,0.171367166,0.19,0
20091217,-1.012633885,-1.18,0
20091218,0.401117933,0.68,0
20091221,0.580200782,1.03,0
20091222,0.99991265,0.43,0
20091223,0.053895318,0.36,0
20091224,0.439429874,0.51,0
20091228,1.341529733,0.08,0
20091229,-0.347058256,-0.09,0
20091230,0.547569713,0,0
20091231,-1.251820617,-0.99,0
20100104,1.191150764,1.69,0
20100105,-1.200729217,0.31,0
20100106,-0.647498038,0.13,0
20100107,-0.345553086,0.4,0
20100108,1.008527603,0.33,0
20100111,-1.041546247,0.13,0
20100112,0.798661118,-1,0
20100113,-0.214312023,0.85,0
20100114,1.609998729,0.24,0
20100115,-0.399772275,-1.12,0
20100119,1.806996127,1.26,0
20100120,-2.858309645,-0.98,0
20100121,-0.955102544,-1.74,0
20100122,-2.676702249,-2.14,0
20100125,0.495248421,0.37,0
20100126,-0.29294368,-0.45,0
20100127,0.462299422,0.53,0
20100128,-2.021558675,-1.18,0
20100129,-1.092973463,-0.97,0
20100201,1.880356364,1.39,0
20100202,0.69220635,1.21,0
20100203,0.103618447,-0.49,0
20100204,-2.094578495,-3.14,0
20100205,0.423656397,0.29,0
20100208,-0.878565558,-0.79,0
20100209,1.097214527,1.33,0
20100210,-0.324123781,-0.17,0
20100211,0.751942394,1.13,0
20100212,0.218452661,-0.07,0
20100216,0.996874214,1.75,0
20100217,0.8822517,0.49,0
20100218,1.178420706,0.62,0
20100219,-0.483916533,0.28,0
20100222,-0.266962719,-0.05,0
20100223,-0.306977159,-1.24,0
20100224,0.897565174,0.94,0
20100225,-0.406723431,-0.13,0
20100226,0.070855291,0.13,0
20100301,1.11501254,1.2,0
20100302,-0.890473094,0.32,0
20100303,-0.422899352,0.09,0
20100304,-0.126020827,0.37,0
20100305,0.419119861,1.43,0
20100308,-0.657941027,0.02,0
20100309,-0.678017419,0.21,0
20100310,0.055769946,0.53,0
20100311,1.588665917,0.43,0
20100312,0.266816122,-0.02,0
20100315,-0.085941349,-0.02,0
20100316,0.65928367,0.78,0
20100317,-0.704737496,0.57,0
20100318,0.486466424,-0.1,0
20100319,-0.520533107,-0.62,0
20100322,0.211643449,0.67,0
20100323,1.092020185,0.8,0
20100324,-0.647194317,-0.6,0
20100325,0.553934073,-0.26,0
20100326,0.015467796,0.06,0
20100329,-0.516992669,0.59,0
20100330,0.140084026,0.04,0
20100331,-0.403009827,-0.36,0
20100401,0,0.75,0.001
20100405,0.861393425,0.95,0.001
20100406,-0.324184185,0.19,0.001
20100407,-0.348415918,-0.48,0.001
20100408,-0.674856943,0.31,0.001
20100409,0.905251339,0.66,0.001
20100412,-0.31016868,0.23,0.001
20100413,0.523332626,0.07,0.001
20100414,1.735417489,1.24,0.001
20100415,-0.273910379,0.11,0.001
20100416,-0.198438749,-1.53,0.001
20100419,1.232358219,0.28,0.001
20100420,-1.902558864,0.88,0.001
20100421,-0.538292287,-0.06,0.001
20100422,0.108594021,0.37,0.001
20100423,0.668218584,0.7,0.001
20100426,0.570890404,-0.43,0.001
20100427,-1.450396625,-2.34,0.001
20100428,0.998586429,0.56,0.001
20100429,0.277093897,1.34,0.001
20100430,-1.112883224,-1.72,0.001
20100503,0.466204367,1.36,0.001
20100504,-1.135487817,-2.5,0.001
20100505,-0.513814434,-0.75,0.001
20100506,-2.241866947,-3.27,0.001
20100507,-1.457956666,-1.75,0.001
20100510,3.474220459,4.47,0.001
20100511,0.492220947,-0.17,0.001
20100512,4.668708498,1.63,0.001
20100513,-0.90035174,-1.12,0.001
20100514,-0.220317743,-1.92,0.001
20100517,-0.570058863,0.11,0.001
20100518,-0.374951196,-1.41,0.001
20100519,-0.835273345,-0.63,0.001
20100520,-3.850643054,-3.99,0.001
20100521,1.31715729,1.44,0.001
20100524,-0.770419339,-1.19,0.001
20100525,0.056263022,-0.03,0.001
20100526,-1.030625085,-0.35,0.001
20100527,2.597468505,3.45,0.001
20100528,-0.890071105,-1.18,0.001
20100601,-0.73178621,-1.89,0.001
20100602,2.499775772,2.63,0.001
20100603,0.432606653,0.54,0.001
20100604,-2.072624464,-3.62,0.001
20100607,-0.913744846,-1.52,0.001
20100608,-0.329750824,0.9,0.001
20100609,0.145595988,-0.46,0.001
20100610,3.097861621,2.95,0.001
20100611,0.604889613,0.62,0.001
20100614,0.038935578,-0.06,0.001
20100615,1.008941638,2.36,0.001
20100616,0.432408298,-0.11,0.001
20100617,0.484476008,0.08,0.001
20100618,-0.631682345,0.13,0.001
20100621,0.384910987,-0.47,0.001
20100622,-1.027968018,-1.63,0.001
20100623,0.628414491,-0.29,0.001
20100624,-1.464838306,-1.65,0.001
20100625,-0.831224267,0.48,0.001
20100628,1.473935661,-0.23,0.001
20100629,-2.970944587,-3.23,0.001
20100630,-1.278820503,-0.98,0.001
20100701,-0.734255476,-0.4,0.001
20100702,-0.577585623,-0.5,0.001
20100706,1.321638343,0.33,0.001
20100707,2.908829626,3.17,0.001
20100708,0.766704743,1,0.001
20100709,-0.007815695,0.81,0.001
20100712,0.5564024,-0.11,0.001
